0  -1  1  
0  -0.987421  0.975159  
0  -0.981132  0.969048  
0  -0.974843  0.962976  
0  -0.968553  0.933211  
0  -0.962264  0.583561  
0  -0.955975  0.5712  
0  -0.949686  0.559828  
0  -0.943396  0.554191  
0  -0.937107  0.543214  
0  -0.930818  0.53916  
0  -0.924528  0.531348  
0  -0.918239  0.515506  
0  -0.91195  0.510462  
0  -0.90566  0.497508  
0  -0.899371  0.446719  
0  -0.893082  0.43238  
0  -0.886792  0.428721  
0  -0.880503  0.418298  
0  -0.874214  0.414639  
0  -0.867925  0.407856  
0  -0.861635  0.381037  
0  -0.855346  0.372038  
0  -0.849057  0.358332  
0  -0.842767  0.34961  
0  -0.836478  0.342293  
0  -0.830189  0.335726  
0  -0.823899  0.328409  
0  -0.81761  0.320498  
0  -0.811321  0.291029  
0  -0.805031  0.278569  
0  -0.798742  0.271943  
0  -0.792453  0.268284  
1  -0.786164  0.260848  
1  -0.779874  0.254223  
1  -0.773585  0.245857  
1  -0.767296  0.239923  
1  -0.761006  0.232487  
1  -0.754717  0.227859  
1  -0.748428  0.224141  
1  -0.742138  0.219671  
1  -0.735849  0.215616  
1  -0.72956  0.21081  
1  -0.72327  0.204976  
1  -0.716981  0.201179  
1  -0.710692  0.191606  
1  -0.704403  0.186978  
1  -0.698113  0.18326  
1  -0.691824  0.179364  
1  -0.685535  0.17525  
1  -0.679245  0.173826  
1  -0.679245  0.171947  
1  -0.672956  0.167695  
1  -0.666667  0.164531  
1  -0.660377  0.160081  
1  -0.654088  0.157411  
1  -0.647799  0.151932  
1  -0.641509  0.150864  
1  -0.63522  0.144812  
1  -0.628931  0.143388  
1  -0.622642  0.138899  
1  -0.616352  0.136743  
1  -0.610063  0.133915  
1  -0.603774  0.130829  
1  -0.597484  0.128219  
1  -0.591195  0.125371  
1  -0.584906  0.122998  
1  -0.578616  0.120624  
1  -0.572327  0.118805  
1  -0.566038  0.115166  
1  -0.559748  0.113208  
1  -0.553459  0.110735  
1  -0.54717  0.108777  
1  -0.540881  0.106463  
1  -0.534591  0.105198  
1  -0.528302  0.102152  
1  -0.522013  0.100194  
1  -0.515723  0.0977216  
1  -0.509434  0.0957636  
1  -0.503145  0.0934496  
1  -0.490566  0.0903841  
1  -0.484277  0.0879119  
1  -0.477987  0.0859539  
1  -0.471698  0.0836399  
1  -0.45283  0.0804359  
1  -0.440252  0.0778846  
1  -0.433962  0.0755706  
1  -0.421384  0.0724062  
1  -0.402516  0.0702306  
1  -0.383648  0.0672046  
1  -0.377358  0.064416  
1  -0.358491  0.0610933  
1  -0.333333  0.0573751  
