0  -1  1  
0  -1  1  
0  -1  1  
0  -1  1  
0  -1  1  
0  -1  1  
0  -1  1  
0  -1  1  
0  -1  1  
0  -0.948718  0.815911  
0  -0.923077  0.81098  
0  -0.910256  0.810733  
0  -0.897436  0.749836  
0  -0.884615  0.739398  
0  -0.871795  0.709073  
0  -0.871795  0.5  
0  -0.820513  0.418475  
0  -0.807692  0.413297  
0  -0.794872  0.405079  
0  -0.782051  0.389875  
0  -0.769231  0.367439  
0  -0.75641  0.340812  
1  -0.74359  0.326183  
1  -0.730769  0.319609  
1  -0.730769  0.31098  
1  -0.717949  0.310733  
1  -0.705128  0.295776  
1  -0.692308  0.291502  
1  -0.692308  0.286325  
1  -0.679487  0.28575  
1  -0.679487  0.276052  
1  -0.666667  0.260437  
1  -0.653846  0.258794  
1  -0.641026  0.247124  
1  -0.641026  0.246466  
1  -0.628205  0.238248  
1  -0.628205  0.236769  
1  -0.615385  0.227153  
1  -0.602564  0.225263  
1  -0.602564  0.224441  
1  -0.589744  0.214826  
1  -0.576923  0.207922  
1  -0.564103  0.200033  
1  -0.551282  0.195595  
1  -0.538462  0.1905  
1  -0.538462  0.188938  
1  -0.525641  0.186062  
1  -0.525641  0.180802  
1  -0.512821  0.174145  
1  -0.5  0.169707  
1  -0.487179  0.165434  
1  -0.487179  0.161818  
1  -0.474359  0.156805  
1  -0.461538  0.150148  
1  -0.448718  0.14571  
1  -0.435897  0.139464  
1  -0.423077  0.135355  
1  -0.410256  0.130588  
1  -0.397436  0.126808  
1  -0.397436  0.123849  
1  -0.384615  0.117604  
1  -0.371795  0.114481  
1  -0.358974  0.108235  
1  -0.346154  0.104947  
1  -0.333333  0.099359  
1  -0.307692  0.0950855  
1  -0.282051  0.0914694  
